Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,Purchase_Date
Estee Lauder,Face Mask,1540.64,5.0,137,Combination,36-45,Jojoba Oil,Ceramides,Sensitivity,2025-08-30
Aveeno,Facial Oil,1241.46,3.1,15,Dry,18-25,Glycolic Acid,Azelaic Acid,Dryness,2024-10-19
L'Oreal,Eye Cream,2488.93,4.8,7,Acne-prone,46-55,Squalane,Jojoba Oil,Fine lines,2023-10-29
Neutrogena,Facial Oil,1604.88,5.0,292,Normal,26-35,Jojoba Oil,Benzoyl Peroxide,Dryness,2025-04-04
Glossier,Face Mask,710.52,4.4,48,Combination,36-45,Bakuchiol,Alpha Arbutin,Dark spots,2024-06-01
Origins,Cleanser,1248.0,4.4,32,Combination,18-25,Squalane,Salicylic Acid,Oiliness,2025-05-09
CeraVe,Moisturizer,1548.82,2.6,287,Acne-prone,56+,Titanium Dioxide,Vitamin C,Acne,2025-01-07
Glossier,Sunscreen,873.29,4.7,248,Oily,18-25,Kojic Acid,Bakuchiol,Dryness,2023-11-24
Neutrogena,Eye Cream,3014.96,5.0,24,Oily,46-55,Ceramides,Azelaic Acid,Hyperpigmentation,2025-03-05
Neutrogena,Sunscreen,1374.5,3.9,61,Dry,56+,Zinc Oxide,Alpha Arbutin,Redness,2024-04-17
L'Oreal,Moisturizer,1160.01,4.1,5,Combination,46-55,Lactic Acid,Glycolic Acid,Redness,2024-12-05
Clinique,Sunscreen,2343.67,5.0,6,Sensitive,26-35,Tea Tree Oil,Jojoba Oil,Pores,2025-01-25
Youth to the People,Face Mask,1020.42,3.1,13,Combination,46-55,Jojoba Oil,Ceramides,Redness,2024-12-04
The Ordinary,Facial Oil,2267.97,5.0,356,Oily,26-35,Salicylic Acid,Titanium Dioxide,Uneven texture,2025-02-16
Kiehl's,Eye Cream,2827.3,4.8,54,Acne-prone,18-25,Jojoba Oil,Titanium Dioxide,Dullness,2024-10-22
CeraVe,Facial Oil,1694.23,5.0,46,Oily,18-25,Ceramides,Squalane,Redness,2024-01-09
Youth to the People,Serum,1413.35,4.9,8,Acne-prone,46-55,Glycolic Acid,Azelaic Acid,Redness,2023-11-04
Youth to the People,Eye Cream,2074.47,4.7,277,Combination,26-35,Bakuchiol,Niacinamide,Acne,2024-11-02
Olay,Facial Oil,1527.15,5.0,27,Acne-prone,36-45,Alpha Arbutin,Azelaic Acid,Dullness,2023-10-20
Fresh,Facial Oil,1550.03,4.2,65,Combination,46-55,Salicylic Acid,Zinc Oxide,Redness,2023-11-15
Kiehl's,Serum,2892.47,4.1,18,Dry,18-25,Glycolic Acid,Bakuchiol,Uneven texture,2025-04-23
Neutrogena,Cleanser,542.99,3.9,60,Normal,36-45,Titanium Dioxide,Vitamin C,Anti-aging,2025-05-17
Glossier,Night Cream,1572.48,4.7,13,Acne-prone,26-35,Retinol,Alpha Arbutin,Dryness,2024-04-21
Aveeno,Toner,1126.12,3.7,84,Oily,56+,Azelaic Acid,Glycolic Acid,Pores,2023-10-23
Aveeno,Face Mask,661.19,3.9,92,Oily,26-35,Vitamin C,Alpha Arbutin,Dark spots,2024-11-01
L'Oreal,Serum,2618.24,5.0,79,Dry,56+,Azelaic Acid,Kojic Acid,Dryness,2024-09-13
Youth to the People,Facial Oil,2265.19,4.6,527,Oily,46-55,Squalane,Salicylic Acid,Dullness,2024-10-23
Kiehl's,Moisturizer,2172.27,4.6,4,Oily,26-35,Retinol,Bakuchiol,Fine lines,2023-11-19
L'Oreal,Facial Oil,1740.88,4.3,723,Sensitive,26-35,Zinc Oxide,Lactic Acid,Hyperpigmentation,2025-05-01
Tatcha,Night Cream,3951.72,5.0,4,Combination,56+,Kojic Acid,Niacinamide,Redness,2023-10-18
La Roche-Posay,Sunscreen,879.03,3.6,35,Oily,46-55,Vitamin C,Lactic Acid,Anti-aging,2024-05-09
Youth to the People,Cleanser,1115.8,4.8,54,Dry,56+,Vitamin C,Kojic Acid,Acne,2024-07-07
Clinique,Toner,1290.02,4.4,371,Combination,56+,Jojoba Oil,Peptides,Uneven texture,2025-05-10
Glossier,Face Mask,447.19,3.7,75,Dry,26-35,Retinol,Zinc Oxide,Redness,2025-02-07
Glossier,Exfoliant,2319.67,4.1,52,Dry,26-35,Lactic Acid,Azelaic Acid,Dryness,2024-11-17
Paula's Choice,Moisturizer,1402.02,4.1,16,Dry,36-45,Bakuchiol,Glycolic Acid,Sensitivity,2024-06-26
Olay,Eye Cream,2000.1,4.7,97,Oily,26-35,Kojic Acid,Lactic Acid,Pores,2024-05-30
Paula's Choice,Sunscreen,774.36,3.5,53,Combination,18-25,Lactic Acid,Glycolic Acid,Oiliness,2025-04-04
Origins,Face Mask,708.0,4.2,72,Sensitive,46-55,Ceramides,Peptides,Acne,2025-04-27
Estee Lauder,Toner,1154.94,3.1,437,Acne-prone,56+,Jojoba Oil,Benzoyl Peroxide,Acne,2024-10-03
CeraVe,Night Cream,2311.05,4.3,180,Dry,18-25,Kojic Acid,Benzoyl Peroxide,Anti-aging,2025-06-07
Tatcha,Cleanser,1135.04,2.1,205,Normal,36-45,Azelaic Acid,Lactic Acid,Oiliness,2024-06-29
Fresh,Moisturizer,1280.83,3.4,35,Combination,46-55,Lactic Acid,Kojic Acid,Hyperpigmentation,2024-06-06
Estee Lauder,Facial Oil,1694.32,5.0,3,Normal,26-35,Alpha Arbutin,Retinol,Fine lines,2023-12-27
Skinceuticals,Sunscreen,2087.28,3.8,23,Sensitive,18-25,Peptides,Zinc Oxide,Oiliness,2024-01-03
Clinique,Moisturizer,2532.44,4.6,15,Combination,36-45,Hyaluronic Acid,Lactic Acid,Acne,2025-06-08
L'Oreal,Exfoliant,1782.95,5.0,21,Combination,36-45,Alpha Arbutin,Titanium Dioxide,Dark spots,2024-10-20
Kiehl's,Face Mask,1536.64,3.4,178,Sensitive,46-55,Salicylic Acid,Tea Tree Oil,Sensitivity,2025-05-16
Glossier,Sunscreen,1590.03,3.0,48,Normal,56+,Ceramides,Glycolic Acid,Sensitivity,2024-10-16
Paula's Choice,Moisturizer,1672.4,4.7,146,Oily,46-55,Salicylic Acid,Lactic Acid,Oiliness,2025-07-04
La Roche-Posay,Serum,1433.21,4.9,268,Acne-prone,36-45,Kojic Acid,Peptides,Dullness,2025-05-26
Fresh,Cleanser,639.31,3.8,26,Dry,56+,Niacinamide,Tea Tree Oil,Pores,2024-04-03
The Ordinary,Sunscreen,1013.98,2.0,120,Dry,46-55,Retinol,Jojoba Oil,Pores,2025-05-03
L'Oreal,Sunscreen,941.46,3.9,24,Sensitive,36-45,Bakuchiol,Salicylic Acid,Fine lines,2025-02-06
Estee Lauder,Exfoliant,3427.53,5.0,49,Normal,46-55,Alpha Arbutin,Vitamin C,Hyperpigmentation,2025-08-12
Drunk Elephant,Facial Oil,2511.93,5.0,13,Dry,56+,Bakuchiol,Kojic Acid,Uneven texture,2025-06-21
Neutrogena,Sunscreen,1189.41,3.8,40,Combination,46-55,Jojoba Oil,Hyaluronic Acid,Pores,2023-10-24
Olay,Serum,1248.21,3.6,43,Sensitive,26-35,Glycolic Acid,Titanium Dioxide,Fine lines,2024-07-29
Olay,Serum,2278.64,5.0,18,Dry,18-25,Zinc Oxide,Retinol,Dark spots,2024-09-19
Youth to the People,Cleanser,737.67,2.9,6,Acne-prone,36-45,Tea Tree Oil,Lactic Acid,Dark spots,2025-02-26
Skinceuticals,Eye Cream,2608.91,4.6,117,Sensitive,46-55,Niacinamide,Lactic Acid,Oiliness,2025-03-08
Drunk Elephant,Facial Oil,3512.58,5.0,43,Acne-prone,36-45,Jojoba Oil,Hyaluronic Acid,Anti-aging,2025-08-16
Clinique,Sunscreen,1794.58,4.6,4,Sensitive,46-55,Bakuchiol,Hyaluronic Acid,Redness,2024-10-07
Kiehl's,Moisturizer,3204.38,5.0,775,Dry,26-35,Squalane,Salicylic Acid,Anti-aging,2023-09-26
Neutrogena,Cleanser,1053.74,4.6,188,Sensitive,36-45,Benzoyl Peroxide,Salicylic Acid,Redness,2025-09-04
Kiehl's,Sunscreen,1510.74,5.0,15,Acne-prone,26-35,Squalane,Peptides,Dark spots,2025-06-25
Rare Beauty,Moisturizer,1983.12,2.8,41,Combination,26-35,Vitamin C,Bakuchiol,Oiliness,2024-05-31
L'Oreal,Eye Cream,2202.44,4.3,49,Acne-prone,56+,Bakuchiol,Vitamin C,Hyperpigmentation,2024-02-24
CeraVe,Facial Oil,2453.41,5.0,183,Combination,46-55,Salicylic Acid,Hyaluronic Acid,Redness,2025-01-09
Skinceuticals,Eye Cream,2082.94,5.0,132,Sensitive,26-35,Benzoyl Peroxide,Kojic Acid,Anti-aging,2024-03-01
Aveeno,Eye Cream,2406.0,4.4,132,Acne-prone,26-35,Tea Tree Oil,Vitamin C,Sensitivity,2025-07-12
Rare Beauty,Sunscreen,1538.84,3.0,13,Normal,26-35,Jojoba Oil,Ceramides,Oiliness,2024-05-16
Tatcha,Sunscreen,2020.2,5.0,11,Oily,18-25,Glycolic Acid,Salicylic Acid,Dryness,2025-08-05
Youth to the People,Toner,677.79,3.5,40,Oily,36-45,Bakuchiol,Squalane,Pores,2025-08-20
Olay,Sunscreen,1322.18,3.8,198,Oily,18-25,Peptides,Retinol,Uneven texture,2025-03-28
La Roche-Posay,Toner,963.52,4.1,113,Dry,36-45,Salicylic Acid,Zinc Oxide,Dark spots,2024-03-15
Clinique,Facial Oil,2663.64,4.0,4,Dry,46-55,Bakuchiol,Azelaic Acid,Dark spots,2025-04-10
Aveeno,Facial Oil,2502.15,4.8,74,Normal,56+,Retinol,Tea Tree Oil,Dark spots,2024-02-22
CeraVe,Face Mask,998.83,3.4,112,Acne-prone,46-55,Vitamin C,Salicylic Acid,Dryness,2024-01-13
CeraVe,Eye Cream,1933.95,4.7,91,Normal,56+,Vitamin C,Bakuchiol,Pores,2023-11-30
La Roche-Posay,Facial Oil,1922.56,5.0,24,Oily,18-25,Zinc Oxide,Squalane,Uneven texture,2024-12-04
Youth to the People,Toner,617.01,3.5,80,Combination,18-25,Retinol,Hyaluronic Acid,Oiliness,2025-07-21
Fresh,Cleanser,534.19,3.8,48,Combination,18-25,Ceramides,Alpha Arbutin,Acne,2024-01-24
Kiehl's,Eye Cream,2096.55,5.0,225,Sensitive,36-45,Alpha Arbutin,Lactic Acid,Sensitivity,2024-04-13
Fenty Beauty,Facial Oil,2392.43,4.4,229,Acne-prone,46-55,Salicylic Acid,Bakuchiol,Sensitivity,2025-03-24
CeraVe,Toner,790.56,3.8,616,Acne-prone,18-25,Glycolic Acid,Kojic Acid,Pores,2023-11-20
CeraVe,Face Mask,426.84,2.9,57,Normal,46-55,Niacinamide,Peptides,Pores,2025-02-23
Fenty Beauty,Moisturizer,1987.32,4.3,314,Normal,18-25,Vitamin C,Salicylic Acid,Fine lines,2024-07-16
Drunk Elephant,Facial Oil,2634.47,5.0,49,Combination,18-25,Zinc Oxide,Benzoyl Peroxide,Dryness,2025-08-29
Fresh,Exfoliant,2145.59,4.9,48,Acne-prone,46-55,Zinc Oxide,Jojoba Oil,Acne,2023-11-21
Youth to the People,Face Mask,1047.8,2.6,24,Combination,18-25,Alpha Arbutin,Retinol,Dryness,2025-05-20
Olay,Night Cream,3512.53,5.0,33,Oily,36-45,Retinol,Tea Tree Oil,Redness,2025-02-09
Estee Lauder,Face Mask,1401.74,5.0,21,Acne-prone,26-35,Retinol,Jojoba Oil,Anti-aging,2024-10-06
Origins,Toner,1386.06,4.5,65,Combination,36-45,Azelaic Acid,Ceramides,Oiliness,2025-06-05
Paula's Choice,Facial Oil,1184.37,4.8,216,Combination,26-35,Peptides,Vitamin C,Redness,2025-07-05
Neutrogena,Night Cream,2639.46,5.0,31,Acne-prone,36-45,Ceramides,Benzoyl Peroxide,Uneven texture,2023-11-10
Skinceuticals,Eye Cream,3007.25,5.0,1658,Normal,26-35,Glycolic Acid,Zinc Oxide,Acne,2025-02-23
Neutrogena,Facial Oil,2236.0,4.1,95,Oily,26-35,Kojic Acid,Benzoyl Peroxide,Sensitivity,2025-05-20
L'Oreal,Cleanser,1168.18,4.1,59,Sensitive,36-45,Azelaic Acid,Hyaluronic Acid,Dryness,2023-12-28
Clinique,Exfoliant,1767.24,3.4,278,Oily,26-35,Benzoyl Peroxide,Ceramides,Oiliness,2025-03-27
Kiehl's,Cleanser,1480.35,4.9,9,Sensitive,36-45,Bakuchiol,Tea Tree Oil,Anti-aging,2024-11-25
Estee Lauder,Toner,1797.52,4.8,50,Combination,18-25,Glycolic Acid,Hyaluronic Acid,Dark spots,2025-08-03
Origins,Moisturizer,1879.36,4.8,75,Normal,46-55,Alpha Arbutin,Kojic Acid,Anti-aging,2023-10-13
Glossier,Eye Cream,2030.99,4.7,76,Oily,36-45,Titanium Dioxide,Kojic Acid,Oiliness,2024-07-21
Skinceuticals,Eye Cream,1978.76,5.0,44,Dry,26-35,Hyaluronic Acid,Bakuchiol,Dark spots,2025-05-20
Olay,Facial Oil,2595.57,5.0,156,Oily,46-55,Hyaluronic Acid,Ceramides,Oiliness,2024-08-22
Drunk Elephant,Facial Oil,2050.06,5.0,29,Acne-prone,56+,Tea Tree Oil,Zinc Oxide,Dark spots,2024-02-12
Olay,Eye Cream,1556.14,4.2,55,Normal,56+,Kojic Acid,Niacinamide,Fine lines,2025-02-13
Aveeno,Moisturizer,2069.51,3.0,358,Normal,36-45,Peptides,Jojoba Oil,Uneven texture,2025-04-30
Fresh,Facial Oil,1276.49,2.4,250,Normal,26-35,Glycolic Acid,Alpha Arbutin,Sensitivity,2025-06-11
Rare Beauty,Serum,2590.58,5.0,15,Normal,56+,Jojoba Oil,Salicylic Acid,Dullness,2024-05-24
Clinique,Sunscreen,1560.86,3.7,86,Acne-prone,46-55,Peptides,Squalane,Sensitivity,2024-03-22
Youth to the People,Night Cream,2167.18,4.1,23,Normal,26-35,Alpha Arbutin,Lactic Acid,Acne,2025-05-20
La Roche-Posay,Serum,2721.2,5.0,78,Oily,56+,Retinol,Azelaic Acid,Redness,2025-01-09
Olay,Face Mask,914.1,4.3,11,Sensitive,46-55,Tea Tree Oil,Retinol,Oiliness,2024-07-18
Neutrogena,Moisturizer,2099.7,4.5,109,Normal,56+,Bakuchiol,Azelaic Acid,Dark spots,2025-01-18
Youth to the People,Face Mask,556.13,3.1,13,Acne-prone,46-55,Salicylic Acid,Peptides,Oiliness,2025-02-21
Aveeno,Sunscreen,848.27,3.1,12,Oily,46-55,Niacinamide,Zinc Oxide,Pores,2025-05-09
La Roche-Posay,Night Cream,2623.81,4.7,808,Sensitive,46-55,Azelaic Acid,Jojoba Oil,Acne,2024-02-21
Olay,Face Mask,556.32,3.1,23,Dry,46-55,Kojic Acid,Glycolic Acid,Dark spots,2025-01-28
Youth to the People,Eye Cream,2619.61,5.0,48,Oily,56+,Salicylic Acid,Kojic Acid,Pores,2024-11-28
Estee Lauder,Night Cream,4111.04,5.0,38,Acne-prone,18-25,Bakuchiol,Titanium Dioxide,Fine lines,2023-11-28
Tatcha,Toner,2013.23,3.6,48,Normal,56+,Titanium Dioxide,Squalane,Anti-aging,2024-03-01
The Ordinary,Serum,2748.75,5.0,51,Acne-prone,18-25,Salicylic Acid,Tea Tree Oil,Dryness,2025-05-04
Drunk Elephant,Serum,4316.21,5.0,50,Normal,56+,Jojoba Oil,Titanium Dioxide,Hyperpigmentation,2025-07-09
Origins,Facial Oil,1403.55,4.1,25,Acne-prone,56+,Alpha Arbutin,Zinc Oxide,Dryness,2024-07-19
Aveeno,Moisturizer,1790.43,4.4,106,Sensitive,46-55,Vitamin C,Bakuchiol,Hyperpigmentation,2024-09-09
Rare Beauty,Night Cream,3032.56,4.8,26,Sensitive,46-55,Lactic Acid,Niacinamide,Acne,2023-10-18
Paula's Choice,Eye Cream,2673.86,5.0,41,Sensitive,36-45,Retinol,Vitamin C,Dullness,2024-11-17
Paula's Choice,Moisturizer,1667.08,3.1,38,Oily,46-55,Ceramides,Peptides,Pores,2025-03-28
Rare Beauty,Toner,957.67,3.9,522,Combination,46-55,Zinc Oxide,Retinol,Uneven texture,2024-03-14
Tatcha,Toner,1715.96,4.0,80,Combination,46-55,Niacinamide,Titanium Dioxide,Pores,2024-02-09
Paula's Choice,Night Cream,2120.54,5.0,46,Acne-prone,26-35,Ceramides,Niacinamide,Pores,2024-04-13
Aveeno,Toner,1431.74,4.0,58,Acne-prone,26-35,Hyaluronic Acid,Bakuchiol,Hyperpigmentation,2024-04-16
CeraVe,Toner,1373.48,3.8,170,Normal,36-45,Zinc Oxide,Glycolic Acid,Acne,2024-02-16
Fresh,Moisturizer,1030.3,2.8,18,Sensitive,36-45,Bakuchiol,Lactic Acid,Redness,2024-07-06
The Ordinary,Cleanser,972.78,4.5,222,Acne-prone,26-35,Peptides,Azelaic Acid,Hyperpigmentation,2025-02-25
The Ordinary,Exfoliant,2223.25,5.0,26,Dry,56+,Retinol,Salicylic Acid,Oiliness,2024-01-04
La Roche-Posay,Sunscreen,717.8,4.6,20,Dry,18-25,Jojoba Oil,Lactic Acid,Dryness,2024-05-07
Kiehl's,Cleanser,855.63,3.8,58,Dry,26-35,Vitamin C,Azelaic Acid,Dryness,2025-06-25
CeraVe,Facial Oil,1282.54,4.4,34,Acne-prone,46-55,Squalane,Niacinamide,Dullness,2025-02-16
Fenty Beauty,Facial Oil,2528.82,3.9,444,Acne-prone,46-55,Salicylic Acid,Benzoyl Peroxide,Oiliness,2025-04-20
The Ordinary,Moisturizer,1085.72,4.2,3,Combination,36-45,Hyaluronic Acid,Alpha Arbutin,Pores,2025-06-27
Rare Beauty,Face Mask,922.08,4.0,9,Combination,18-25,Glycolic Acid,Retinol,Fine lines,2024-05-16
Aveeno,Sunscreen,1151.8,3.4,879,Combination,26-35,Lactic Acid,Glycolic Acid,Hyperpigmentation,2024-01-15
Neutrogena,Toner,603.97,3.4,118,Dry,46-55,Alpha Arbutin,Benzoyl Peroxide,Oiliness,2023-11-23
Paula's Choice,Exfoliant,1902.38,5.0,127,Normal,36-45,Alpha Arbutin,Jojoba Oil,Anti-aging,2024-11-21
Fresh,Cleanser,519.89,2.9,27,Normal,36-45,Hyaluronic Acid,Retinol,Hyperpigmentation,2025-07-31
Fenty Beauty,Night Cream,3190.03,5.0,57,Acne-prone,26-35,Azelaic Acid,Hyaluronic Acid,Uneven texture,2024-09-27
Aveeno,Moisturizer,1547.41,4.4,110,Sensitive,36-45,Zinc Oxide,Squalane,Acne,2024-06-10
Origins,Eye Cream,3131.47,5.0,10,Normal,56+,Bakuchiol,Alpha Arbutin,Dullness,2024-09-26
Origins,Exfoliant,1195.6,4.4,46,Dry,56+,Squalane,Benzoyl Peroxide,Uneven texture,2024-01-08
Neutrogena,Toner,1118.34,4.5,9,Normal,18-25,Hyaluronic Acid,Ceramides,Sensitivity,2024-01-23
Youth to the People,Night Cream,2155.69,5.0,49,Combination,56+,Retinol,Azelaic Acid,Fine lines,2024-07-22
Fenty Beauty,Moisturizer,1970.25,5.0,18,Acne-prone,26-35,Vitamin C,Titanium Dioxide,Acne,2024-05-13
Fresh,Toner,592.01,3.0,51,Acne-prone,18-25,Salicylic Acid,Tea Tree Oil,Pores,2025-04-24
Fenty Beauty,Face Mask,857.14,3.2,99,Oily,36-45,Kojic Acid,Glycolic Acid,Redness,2025-08-01
Skinceuticals,Face Mask,1563.79,4.9,7,Oily,18-25,Azelaic Acid,Peptides,Dullness,2024-03-26
Origins,Facial Oil,2398.67,5.0,10,Acne-prone,18-25,Lactic Acid,Hyaluronic Acid,Dryness,2025-08-21
CeraVe,Sunscreen,652.62,5.0,22,Oily,26-35,Ceramides,Benzoyl Peroxide,Anti-aging,2025-01-02
Rare Beauty,Cleanser,1257.63,5.0,76,Sensitive,56+,Squalane,Zinc Oxide,Fine lines,2024-03-14
Fenty Beauty,Eye Cream,1344.76,4.4,149,Acne-prone,26-35,Azelaic Acid,Lactic Acid,Uneven texture,2024-02-08
Tatcha,Face Mask,734.86,4.1,7,Sensitive,36-45,Bakuchiol,Azelaic Acid,Oiliness,2023-11-15
Glossier,Night Cream,3416.32,5.0,80,Dry,56+,Niacinamide,Ceramides,Oiliness,2025-03-31
Estee Lauder,Moisturizer,1855.73,5.0,284,Normal,26-35,Ceramides,Retinol,Anti-aging,2024-09-09
Origins,Toner,948.84,2.7,1,Dry,26-35,Salicylic Acid,Benzoyl Peroxide,Hyperpigmentation,2023-10-28
The Ordinary,Face Mask,429.74,4.7,237,Dry,26-35,Zinc Oxide,Hyaluronic Acid,Pores,2023-12-03
Skinceuticals,Eye Cream,3918.3,5.0,88,Acne-prone,36-45,Peptides,Alpha Arbutin,Pores,2025-01-16
Paula's Choice,Cleanser,1144.05,2.9,225,Sensitive,36-45,Ceramides,Bakuchiol,Uneven texture,2023-11-22
Clinique,Face Mask,843.25,4.3,7,Combination,56+,Squalane,Lactic Acid,Dark spots,2025-07-04
Paula's Choice,Facial Oil,1157.9,4.2,97,Combination,26-35,Titanium Dioxide,Glycolic Acid,Uneven texture,2025-07-20
Youth to the People,Face Mask,923.56,3.4,169,Oily,56+,Ceramides,Lactic Acid,Pores,2024-09-17
Origins,Facial Oil,2195.92,4.1,72,Dry,46-55,Ceramides,Salicylic Acid,Redness,2024-01-27
Neutrogena,Moisturizer,1125.36,3.5,62,Sensitive,18-25,Peptides,Tea Tree Oil,Sensitivity,2024-03-28
Youth to the People,Face Mask,981.14,3.6,62,Oily,26-35,Lactic Acid,Benzoyl Peroxide,Dryness,2023-11-29
CeraVe,Serum,1305.15,4.4,22,Sensitive,56+,Tea Tree Oil,Lactic Acid,Redness,2023-10-25
Estee Lauder,Night Cream,4758.03,5.0,46,Dry,26-35,Lactic Acid,Azelaic Acid,Uneven texture,2023-09-25
Origins,Eye Cream,2599.74,5.0,161,Oily,56+,Alpha Arbutin,Retinol,Hyperpigmentation,2024-10-24
Drunk Elephant,Sunscreen,2276.11,5.0,6,Dry,26-35,Lactic Acid,Niacinamide,Hyperpigmentation,2024-07-18
Fenty Beauty,Face Mask,881.91,3.3,36,Acne-prone,26-35,Salicylic Acid,Jojoba Oil,Anti-aging,2024-06-05
Tatcha,Eye Cream,3671.46,5.0,147,Dry,46-55,Niacinamide,Hyaluronic Acid,Dullness,2024-06-10
Glossier,Toner,973.42,3.3,315,Sensitive,36-45,Salicylic Acid,Tea Tree Oil,Dark spots,2024-03-31
Neutrogena,Night Cream,1599.2,4.6,117,Acne-prone,36-45,Zinc Oxide,Vitamin C,Uneven texture,2025-06-15
Tatcha,Face Mask,753.03,3.1,11,Oily,36-45,Lactic Acid,Azelaic Acid,Redness,2023-11-03
Skinceuticals,Serum,3720.53,5.0,101,Dry,36-45,Hyaluronic Acid,Kojic Acid,Oiliness,2025-05-26
Fenty Beauty,Facial Oil,2332.6,3.7,21,Normal,18-25,Ceramides,Kojic Acid,Redness,2023-12-10
Origins,Cleanser,1221.99,4.1,44,Acne-prone,18-25,Lactic Acid,Kojic Acid,Dullness,2025-07-01
Origins,Toner,669.97,3.6,193,Acne-prone,46-55,Niacinamide,Lactic Acid,Fine lines,2025-06-25
Skinceuticals,Face Mask,1539.05,3.8,36,Dry,56+,Hyaluronic Acid,Azelaic Acid,Dullness,2025-05-26
L'Oreal,Facial Oil,1973.81,4.1,12,Acne-prone,56+,Niacinamide,Jojoba Oil,Sensitivity,2025-04-03
Kiehl's,Sunscreen,2147.41,2.6,42,Oily,46-55,Zinc Oxide,Peptides,Anti-aging,2024-10-27
Origins,Exfoliant,1720.5,4.7,75,Acne-prone,18-25,Retinol,Hyaluronic Acid,Uneven texture,2025-08-20
Olay,Moisturizer,1506.17,3.7,32,Acne-prone,26-35,Tea Tree Oil,Kojic Acid,Pores,2023-11-11
CeraVe,Eye Cream,2454.42,5.0,8,Oily,46-55,Peptides,Hyaluronic Acid,Dullness,2023-12-30
Kiehl's,Night Cream,4821.2,5.0,565,Normal,18-25,Bakuchiol,Ceramides,Oiliness,2025-09-08
Glossier,Serum,1708.38,3.7,21,Dry,56+,Tea Tree Oil,Benzoyl Peroxide,Acne,2024-02-14
Rare Beauty,Moisturizer,908.29,3.8,34,Dry,26-35,Retinol,Tea Tree Oil,Fine lines,2024-08-27
Estee Lauder,Moisturizer,1327.56,3.9,116,Oily,36-45,Zinc Oxide,Alpha Arbutin,Acne,2024-08-31
Drunk Elephant,Moisturizer,2416.96,5.0,184,Dry,26-35,Salicylic Acid,Niacinamide,Sensitivity,2025-03-06
Fresh,Cleanser,1119.44,3.2,3,Dry,36-45,Niacinamide,Jojoba Oil,Pores,2024-03-02
Estee Lauder,Night Cream,5383.46,5.0,65,Combination,46-55,Ceramides,Squalane,Oiliness,2024-08-03
Rare Beauty,Cleanser,807.78,3.7,27,Sensitive,36-45,Vitamin C,Benzoyl Peroxide,Hyperpigmentation,2024-06-12
L'Oreal,Facial Oil,1974.1,5.0,50,Oily,26-35,Jojoba Oil,Hyaluronic Acid,Dryness,2024-02-23
Kiehl's,Face Mask,1385.28,4.7,198,Acne-prone,26-35,Glycolic Acid,Niacinamide,Sensitivity,2025-08-28
Paula's Choice,Night Cream,3122.54,5.0,125,Normal,46-55,Peptides,Tea Tree Oil,Uneven texture,2024-07-20
Aveeno,Cleanser,700.49,4.7,28,Acne-prone,36-45,Squalane,Lactic Acid,Anti-aging,2025-05-02
La Roche-Posay,Moisturizer,1011.24,4.2,16,Combination,36-45,Alpha Arbutin,Vitamin C,Dullness,2024-06-02
Paula's Choice,Face Mask,680.16,3.4,38,Combination,36-45,Vitamin C,Kojic Acid,Pores,2025-02-28
Kiehl's,Moisturizer,2138.08,3.8,229,Dry,36-45,Ceramides,Jojoba Oil,Uneven texture,2024-11-25
Tatcha,Night Cream,4977.16,5.0,406,Dry,36-45,Kojic Acid,Niacinamide,Dark spots,2023-10-05
Aveeno,Serum,1971.92,4.7,113,Normal,46-55,Peptides,Azelaic Acid,Pores,2024-06-09
Rare Beauty,Moisturizer,1137.11,4.6,145,Dry,36-45,Vitamin C,Squalane,Anti-aging,2024-05-23
Skinceuticals,Facial Oil,3205.03,5.0,1111,Acne-prone,36-45,Retinol,Glycolic Acid,Oiliness,2025-01-01
Olay,Serum,1967.81,3.9,12,Normal,18-25,Kojic Acid,Bakuchiol,Dark spots,2023-11-01
Clinique,Toner,1666.97,2.4,121,Acne-prone,36-45,Salicylic Acid,Glycolic Acid,Dark spots,2023-10-21
Glossier,Face Mask,768.77,3.5,41,Dry,26-35,Alpha Arbutin,Bakuchiol,Sensitivity,2025-08-07
Aveeno,Night Cream,1780.58,4.0,326,Sensitive,46-55,Glycolic Acid,Retinol,Uneven texture,2025-07-18
Origins,Moisturizer,1899.15,5.0,247,Normal,56+,Benzoyl Peroxide,Ceramides,Dullness,2025-04-15
Fenty Beauty,Serum,2671.62,4.7,195,Acne-prone,56+,Kojic Acid,Squalane,Uneven texture,2024-07-26
Fenty Beauty,Exfoliant,951.41,3.9,298,Acne-prone,26-35,Niacinamide,Benzoyl Peroxide,Sensitivity,2023-11-19
Youth to the People,Serum,2455.47,5.0,1494,Acne-prone,36-45,Benzoyl Peroxide,Alpha Arbutin,Anti-aging,2024-11-08
Fenty Beauty,Eye Cream,3054.94,5.0,58,Normal,46-55,Lactic Acid,Bakuchiol,Anti-aging,2024-04-19
Skinceuticals,Sunscreen,1255.47,3.2,8,Oily,18-25,Titanium Dioxide,Vitamin C,Sensitivity,2024-02-05
Tatcha,Serum,3195.66,5.0,10,Combination,36-45,Retinol,Squalane,Dullness,2024-04-01
Clinique,Sunscreen,1597.79,3.8,34,Oily,18-25,Kojic Acid,Jojoba Oil,Redness,2025-06-10
Tatcha,Serum,1732.95,4.7,29,Dry,26-35,Kojic Acid,Squalane,Acne,2023-09-21
