Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,
CeraVe,Night Cream,2602.88,5,45,Dry,46-55,Peptides,Zinc Oxide,Sensitivity,
Fenty Beauty,Night Cream,1446.8,3.8,188,Acne-prone,18-25,Squalane,Titanium Dioxide,Dullness,
Olay,Toner,597.71,3.5,99,Dry,46-55,Jojoba Oil,Azelaic Acid,Sensitivity,
Glossier,Face Mask,868.9,4,76,Sensitive,46-55,Ceramides,Hyaluronic Acid,Dark spots,
Skinceuticals,Moisturizer,1385.96,2.7,178,Acne-prone,56+,Titanium Dioxide,Salicylic Acid,Dark spots,
Skinceuticals,Face Mask,1576.48,3.9,128,Combination,46-55,Glycolic Acid,Retinol,Anti-aging,
Aveeno,Cleanser,879.75,5,39,Sensitive,26-35,Zinc Oxide,Hyaluronic Acid,Acne,
CeraVe,Facial Oil,2131.93,5,255,Acne-prone,56+,Jojoba Oil,Azelaic Acid,Redness,
Aveeno,Moisturizer,1279.33,3.6,45,Oily,26-35,Retinol,Ceramides,Fine lines,
Drunk Elephant,Toner,1810.54,3.8,13,Normal,26-35,Ceramides,Zinc Oxide,Acne,
Aveeno,Serum,1844.19,3.4,21,Oily,26-35,Benzoyl Peroxide,Lactic Acid,Uneven texture,
Fresh,Toner,1050.84,3.3,293,Acne-prone,26-35,Titanium Dioxide,Vitamin C,Hyperpigmentation,
Fresh,Facial Oil,1738,3.5,67,Acne-prone,26-35,Zinc Oxide,Azelaic Acid,Dryness,
Estee Lauder,Night Cream,4452.96,5,36,Sensitive,46-55,Alpha Arbutin,Azelaic Acid,Anti-aging,
Tatcha,Exfoliant,2858.09,5,31,Sensitive,46-55,Tea Tree Oil,Titanium Dioxide,Pores,
Estee Lauder,Eye Cream,2096.89,5,28,Oily,56+,Jojoba Oil,Squalane,Sensitivity,
La Roche-Posay,Eye Cream,1727.21,3.9,363,Acne-prone,56+,Zinc Oxide,Retinol,Redness,
Glossier,Eye Cream,2535.67,4.1,95,Combination,56+,Zinc Oxide,Azelaic Acid,Dryness,
Paula's Choice,Toner,1012.65,3.1,168,Acne-prone,56+,Salicylic Acid,Lactic Acid,Dark spots,
Glossier,Moisturizer,1949.17,5,20,Oily,46-55,Alpha Arbutin,Azelaic Acid,Oiliness,
La Roche-Posay,Serum,2496.92,5,221,Acne-prone,36-45,Vitamin C,Benzoyl Peroxide,Pores,
The Ordinary,Facial Oil,1806.86,3.8,18,Sensitive,26-35,Tea Tree Oil,Glycolic Acid,Dryness,
Fenty Beauty,Cleanser,910.89,3.9,141,Normal,56+,Retinol,Azelaic Acid,Oiliness,
Aveeno,Eye Cream,2840.22,4.8,577,Combination,46-55,Benzoyl Peroxide,Retinol,Dark spots,
La Roche-Posay,Eye Cream,1921.13,4.7,35,Acne-prone,46-55,Bakuchiol,Peptides,Dryness,
Clinique,Serum,4041.83,5,76,Dry,18-25,Tea Tree Oil,Alpha Arbutin,Dark spots,
Glossier,Eye Cream,2212.69,4.3,98,Dry,26-35,Bakuchiol,Salicylic Acid,Anti-aging,
Fresh,Moisturizer,911.18,4.1,27,Sensitive,26-35,Peptides,Bakuchiol,Pores,
Fenty Beauty,Exfoliant,1820.01,3.6,5,Combination,26-35,Titanium Dioxide,Benzoyl Peroxide,Redness,
CeraVe,Sunscreen,869.06,4.4,11,Normal,46-55,Peptides,Salicylic Acid,Oiliness,
CeraVe,Cleanser,1244.64,4.7,5,Oily,46-55,Retinol,Squalane,Acne,
Paula's Choice,Eye Cream,1284.89,5,20,Normal,46-55,Glycolic Acid,Alpha Arbutin,Redness,
Fenty Beauty,Eye Cream,2265.45,4.7,17,Sensitive,56+,Glycolic Acid,Titanium Dioxide,Oiliness,
Neutrogena,Facial Oil,1578.61,4.9,28,Dry,18-25,Peptides,Squalane,Pores,
Neutrogena,Exfoliant,2295.18,5,22,Normal,46-55,Kojic Acid,Retinol,Oiliness,
Olay,Cleanser,799.29,4.4,12,Normal,26-35,Benzoyl Peroxide,Vitamin C,Fine lines,
L'Oreal,Night Cream,2011.18,4.3,44,Sensitive,36-45,Vitamin C,Jojoba Oil,Anti-aging,
Drunk Elephant,Sunscreen,1971.73,2.7,17,Sensitive,26-35,Ceramides,Titanium Dioxide,Uneven texture,
Clinique,Eye Cream,3203.24,5,17,Sensitive,36-45,Salicylic Acid,Jojoba Oil,Sensitivity,
Olay,Face Mask,798.83,3.5,10,Dry,46-55,Glycolic Acid,Azelaic Acid,Pores,
L'Oreal,Sunscreen,852.44,5,45,Combination,26-35,Glycolic Acid,Alpha Arbutin,Dullness,
Origins,Night Cream,2169.33,3.7,22,Sensitive,26-35,Titanium Dioxide,Zinc Oxide,Uneven texture,
Glossier,Face Mask,894.92,1.8,257,Combination,26-35,Glycolic Acid,Bakuchiol,Fine lines,
Kiehl's,Night Cream,2798.57,4.7,47,Sensitive,56+,Tea Tree Oil,Azelaic Acid,Sensitivity,
Olay,Face Mask,433.25,4.6,208,Normal,56+,Ceramides,Titanium Dioxide,Pores,
Paula's Choice,Facial Oil,1729.29,5,99,Dry,36-45,Retinol,Titanium Dioxide,Dark spots,
Estee Lauder,Moisturizer,2459.69,5,28,Dry,46-55,Tea Tree Oil,Glycolic Acid,Pores,
The Ordinary,Toner,1376.09,4.3,288,Dry,56+,Retinol,Peptides,Sensitivity,
Skinceuticals,Eye Cream,4700.63,5,16,Oily,36-45,Alpha Arbutin,Bakuchiol,Acne,
La Roche-Posay,Night Cream,1791.9,5,247,Dry,26-35,Niacinamide,Alpha Arbutin,Oiliness,
Kiehl's,Sunscreen,2143.61,4.9,198,Oily,46-55,Hyaluronic Acid,Lactic Acid,Anti-aging,
The Ordinary,Toner,844.26,3.8,106,Sensitive,36-45,Vitamin C,Hyaluronic Acid,Hyperpigmentation,
Glossier,Moisturizer,1355.8,3.1,54,Dry,56+,Titanium Dioxide,Niacinamide,Oiliness,
Fresh,Moisturizer,1761.99,3.9,178,Sensitive,56+,Alpha Arbutin,Salicylic Acid,Dryness,
Olay,Facial Oil,1963.83,5,51,Normal,18-25,Hyaluronic Acid,Squalane,Oiliness,
Olay,Night Cream,1596.03,4.4,20,Combination,26-35,Azelaic Acid,Retinol,Fine lines,
Youth to the People,Sunscreen,1073.36,3.5,71,Acne-prone,18-25,Titanium Dioxide,Bakuchiol,Fine lines,
Clinique,Serum,3414.92,5,23,Acne-prone,18-25,Kojic Acid,Glycolic Acid,Hyperpigmentation,
Rare Beauty,Face Mask,541.89,2.5,234,Combination,26-35,Titanium Dioxide,Bakuchiol,Acne,
Estee Lauder,Eye Cream,3830.35,5,79,Normal,56+,Lactic Acid,Zinc Oxide,Hyperpigmentation,
Paula's Choice,Eye Cream,2260.66,3.7,91,Normal,46-55,Tea Tree Oil,Jojoba Oil,Pores,
Skinceuticals,Cleanser,1460.68,4.8,5,Combination,18-25,Niacinamide,Tea Tree Oil,Dryness,
La Roche-Posay,Exfoliant,1655.14,5,9,Normal,18-25,Squalane,Hyaluronic Acid,Acne,
L'Oreal,Moisturizer,1052.58,4.6,302,Sensitive,26-35,Alpha Arbutin,Retinol,Uneven texture,
Clinique,Serum,1906.15,4.4,111,Combination,46-55,Titanium Dioxide,Ceramides,Anti-aging,
The Ordinary,Exfoliant,2143.78,3.3,46,Sensitive,26-35,Alpha Arbutin,Vitamin C,Anti-aging,
Estee Lauder,Toner,1653.17,4.6,41,Oily,18-25,Tea Tree Oil,Hyaluronic Acid,Dryness,
L'Oreal,Toner,1220.01,5,63,Sensitive,36-45,Squalane,Niacinamide,Dullness,
Drunk Elephant,Night Cream,3568.07,5,11,Acne-prone,56+,Hyaluronic Acid,Peptides,Acne,
Clinique,Toner,1298.16,3.7,40,Oily,36-45,Tea Tree Oil,Zinc Oxide,Uneven texture,
Youth to the People,Toner,1337.56,4,20,Acne-prone,56+,Azelaic Acid,Squalane,Redness,
L'Oreal,Toner,1050.36,4.9,93,Normal,18-25,Glycolic Acid,Titanium Dioxide,Dark spots,
L'Oreal,Facial Oil,2438.31,4,58,Sensitive,56+,Alpha Arbutin,Benzoyl Peroxide,Dryness,
L'Oreal,Serum,1723.93,3.6,15,Combination,56+,Vitamin C,Peptides,Dark spots,
Glossier,Moisturizer,1420.8,3.6,54,Oily,36-45,Azelaic Acid,Tea Tree Oil,Oiliness,
The Ordinary,Cleanser,804.03,4.6,403,Combination,26-35,Retinol,Azelaic Acid,Oiliness,
The Ordinary,Serum,1841.95,4.2,34,Oily,26-35,Titanium Dioxide,Squalane,Acne,
L'Oreal,Serum,2048.18,4,11,Oily,36-45,Hyaluronic Acid,Titanium Dioxide,Dryness,
Olay,Serum,2503.36,4.9,58,Normal,26-35,Azelaic Acid,Vitamin C,Uneven texture,
Tatcha,Serum,2223.36,5,181,Combination,46-55,Jojoba Oil,Alpha Arbutin,Sensitivity,
Kiehl's,Cleanser,1669.04,3,37,Acne-prone,46-55,Salicylic Acid,Retinol,Hyperpigmentation,
Olay,Night Cream,2593.41,4.1,25,Normal,36-45,Bakuchiol,Benzoyl Peroxide,Pores,
Rare Beauty,Facial Oil,1575.6,5,17,Dry,18-25,Kojic Acid,Peptides,Redness,
Kiehl's,Sunscreen,1621.9,4.4,62,Combination,18-25,Glycolic Acid,Kojic Acid,Pores,
Fenty Beauty,Moisturizer,1990.86,5,296,Oily,18-25,Zinc Oxide,Peptides,Acne,
Paula's Choice,Cleanser,689.84,2.4,39,Acne-prone,36-45,Peptides,Zinc Oxide,Pores,
Neutrogena,Facial Oil,2581.22,5,210,Acne-prone,26-35,Niacinamide,Kojic Acid,Hyperpigmentation,
Fenty Beauty,Eye Cream,1899.88,4.9,31,Sensitive,26-35,Benzoyl Peroxide,Bakuchiol,Redness,
Neutrogena,Cleanser,641.71,2.9,117,Normal,18-25,Hyaluronic Acid,Titanium Dioxide,Sensitivity,
CeraVe,Facial Oil,2007.24,5,19,Sensitive,18-25,Lactic Acid,Kojic Acid,Redness,
Youth to the People,Cleanser,1156.66,3.4,101,Acne-prone,56+,Vitamin C,Titanium Dioxide,Anti-aging,
CeraVe,Serum,1810.69,2.7,84,Acne-prone,36-45,Bakuchiol,Lactic Acid,Dryness,
Youth to the People,Moisturizer,1792.47,3.8,355,Combination,18-25,Vitamin C,Lactic Acid,Fine lines,
Paula's Choice,Moisturizer,1672.4,4.3,35,Acne-prone,26-35,Vitamin C,Jojoba Oil,Fine lines,
Glossier,Facial Oil,1586.2,5,19,Normal,46-55,Kojic Acid,Peptides,Acne,
Fenty Beauty,Face Mask,545.03,2.7,51,Sensitive,36-45,Lactic Acid,Hyaluronic Acid,Anti-aging,
Skinceuticals,Night Cream,3563.66,5,49,Sensitive,46-55,Peptides,Ceramides,Fine lines,
Kiehl's,Sunscreen,2427.76,4,42,Acne-prone,46-55,Tea Tree Oil,Alpha Arbutin,Oiliness,
Clinique,Eye Cream,3463.55,5,43,Normal,26-35,Tea Tree Oil,Zinc Oxide,Uneven texture,
Estee Lauder,Eye Cream,4527.54,5,28,Combination,46-55,Lactic Acid,Salicylic Acid,Dullness,
Olay,Moisturizer,1942.65,4.3,3,Combination,56+,Peptides,Vitamin C,Oiliness,
Glossier,Face Mask,552.16,3.5,49,Normal,46-55,Jojoba Oil,Vitamin C,Dullness,
L'Oreal,Serum,1290.92,4,90,Normal,46-55,Niacinamide,Alpha Arbutin,Oiliness,
Fenty Beauty,Cleanser,1055.81,5,7,Acne-prone,56+,Alpha Arbutin,Titanium Dioxide,Pores,
CeraVe,Toner,783.54,4.6,85,Dry,18-25,Squalane,Hyaluronic Acid,Dryness,
Youth to the People,Moisturizer,2015.67,5,203,Normal,26-35,Peptides,Tea Tree Oil,Hyperpigmentation,
Origins,Sunscreen,1082.12,3.1,73,Combination,36-45,Kojic Acid,Alpha Arbutin,Dark spots,
L'Oreal,Cleanser,656.85,3.7,116,Acne-prone,46-55,Ceramides,Lactic Acid,Dryness,
Tatcha,Serum,2245.01,5,8,Sensitive,36-45,Zinc Oxide,Bakuchiol,Fine lines,
Youth to the People,Facial Oil,1877.4,5,76,Combination,46-55,Lactic Acid,Zinc Oxide,Uneven texture,
L'Oreal,Toner,608.63,3,1683,Dry,56+,Niacinamide,Ceramides,Dullness,
Youth to the People,Moisturizer,894.81,3.6,20,Combination,18-25,Peptides,Benzoyl Peroxide,Anti-aging,
Olay,Eye Cream,2310.01,3.7,61,Acne-prone,46-55,Azelaic Acid,Kojic Acid,Anti-aging,
Kiehl's,Serum,2584.94,4.4,64,Combination,46-55,Squalane,Niacinamide,Oiliness,
Tatcha,Toner,1921.8,5,32,Normal,46-55,Niacinamide,Glycolic Acid,Pores,
Olay,Exfoliant,1905.11,5,66,Oily,56+,Hyaluronic Acid,Salicylic Acid,Dark spots,
La Roche-Posay,Toner,1205.01,3.3,7,Combination,46-55,Benzoyl Peroxide,Jojoba Oil,Anti-aging,
Skinceuticals,Eye Cream,2496.37,4,38,Normal,36-45,Benzoyl Peroxide,Titanium Dioxide,Sensitivity,
L'Oreal,Sunscreen,784.41,3.4,174,Dry,26-35,Benzoyl Peroxide,Niacinamide,Uneven texture,
L'Oreal,Cleanser,713.16,3.1,16,Combination,26-35,Glycolic Acid,Jojoba Oil,Dryness,
Aveeno,Serum,1534.93,5,16,Combination,26-35,Retinol,Azelaic Acid,Dryness,
Rare Beauty,Moisturizer,1096.86,3.4,129,Dry,26-35,Vitamin C,Peptides,Pores,
Fenty Beauty,Exfoliant,1129.82,4.4,52,Normal,26-35,Retinol,Bakuchiol,Anti-aging,
L'Oreal,Sunscreen,818.47,4.3,40,Normal,18-25,Retinol,Zinc Oxide,Dullness,
Neutrogena,Eye Cream,2237.19,5,133,Oily,36-45,Azelaic Acid,Kojic Acid,Redness,
La Roche-Posay,Night Cream,1923.99,3.9,7,Sensitive,26-35,Glycolic Acid,Azelaic Acid,Redness,
Youth to the People,Serum,2220.28,4.1,28,Oily,26-35,Hyaluronic Acid,Lactic Acid,Dullness,
Skinceuticals,Exfoliant,1420.15,3.8,73,Normal,18-25,Tea Tree Oil,Ceramides,Dark spots,
Estee Lauder,Night Cream,4362.68,5,145,Combination,18-25,Bakuchiol,Squalane,Uneven texture,
Neutrogena,Serum,2056.97,4.1,50,Normal,26-35,Benzoyl Peroxide,Jojoba Oil,Uneven texture,
Tatcha,Night Cream,2396.84,5,52,Acne-prone,36-45,Vitamin C,Kojic Acid,Acne,
Glossier,Face Mask,685.4,3.8,20,Acne-prone,18-25,Vitamin C,Salicylic Acid,Hyperpigmentation,
Origins,Sunscreen,1125.86,4.7,480,Combination,36-45,Azelaic Acid,Tea Tree Oil,Oiliness,
Estee Lauder,Eye Cream,4518.46,5,77,Combination,46-55,Zinc Oxide,Glycolic Acid,Dryness,
Aveeno,Night Cream,2367.44,5,34,Dry,18-25,Peptides,Jojoba Oil,Hyperpigmentation,
Rare Beauty,Face Mask,1062.55,4,31,Combination,46-55,Vitamin C,Glycolic Acid,Oiliness,
The Ordinary,Sunscreen,1306.83,3.4,25,Sensitive,26-35,Niacinamide,Ceramides,Pores,
Glossier,Face Mask,689.61,4.6,40,Combination,18-25,Jojoba Oil,Squalane,Anti-aging,
Clinique,Moisturizer,2143.89,4.5,18,Combination,46-55,Benzoyl Peroxide,Hyaluronic Acid,Uneven texture,
Origins,Facial Oil,1951.87,4.6,9,Oily,26-35,Retinol,Ceramides,Oiliness,
Youth to the People,Eye Cream,2139.83,5,99,Combination,56+,Vitamin C,Kojic Acid,Anti-aging,
Fenty Beauty,Cleanser,951.14,3.3,287,Normal,18-25,Lactic Acid,Niacinamide,Anti-aging,
Skinceuticals,Toner,1416.39,4.4,205,Acne-prone,36-45,Lactic Acid,Retinol,Pores,
Rare Beauty,Toner,823.57,3.2,50,Normal,46-55,Lactic Acid,Peptides,Redness,
Estee Lauder,Face Mask,1540.64,5,137,Combination,36-45,Jojoba Oil,Ceramides,Sensitivity,
Aveeno,Facial Oil,1241.46,3.1,15,Dry,18-25,Glycolic Acid,Azelaic Acid,Dryness,
L'Oreal,Eye Cream,2488.93,4.8,7,Acne-prone,46-55,Squalane,Jojoba Oil,Fine lines,
Neutrogena,Facial Oil,1604.88,5,292,Normal,26-35,Jojoba Oil,Benzoyl Peroxide,Dryness,
Glossier,Face Mask,710.52,4.4,48,Combination,36-45,Bakuchiol,Alpha Arbutin,Dark spots,
Origins,Cleanser,1248,4.4,32,Combination,18-25,Squalane,Salicylic Acid,Oiliness,
CeraVe,Moisturizer,1548.82,2.6,287,Acne-prone,56+,Titanium Dioxide,Vitamin C,Acne,
Glossier,Sunscreen,873.29,4.7,248,Oily,18-25,Kojic Acid,Bakuchiol,Dryness,
Neutrogena,Eye Cream,3014.96,5,24,Oily,46-55,Ceramides,Azelaic Acid,Hyperpigmentation,
Neutrogena,Sunscreen,1374.5,3.9,61,Dry,56+,Zinc Oxide,Alpha Arbutin,Redness,
L'Oreal,Moisturizer,1160.01,4.1,5,Combination,46-55,Lactic Acid,Glycolic Acid,Redness,
Clinique,Sunscreen,2343.67,5,6,Sensitive,26-35,Tea Tree Oil,Jojoba Oil,Pores,
Youth to the People,Face Mask,1020.42,3.1,13,Combination,46-55,Jojoba Oil,Ceramides,Redness,
The Ordinary,Facial Oil,2267.97,5,356,Oily,26-35,Salicylic Acid,Titanium Dioxide,Uneven texture,
Kiehl's,Eye Cream,2827.3,4.8,54,Acne-prone,18-25,Jojoba Oil,Titanium Dioxide,Dullness,
CeraVe,Facial Oil,1694.23,5,46,Oily,18-25,Ceramides,Squalane,Redness,
Youth to the People,Serum,1413.35,4.9,8,Acne-prone,46-55,Glycolic Acid,Azelaic Acid,Redness,
Youth to the People,Eye Cream,2074.47,4.7,277,Combination,26-35,Bakuchiol,Niacinamide,Acne,
Olay,Facial Oil,1527.15,5,27,Acne-prone,36-45,Alpha Arbutin,Azelaic Acid,Dullness,
Fresh,Facial Oil,1550.03,4.2,65,Combination,46-55,Salicylic Acid,Zinc Oxide,Redness,
Kiehl's,Serum,2892.47,4.1,18,Dry,18-25,Glycolic Acid,Bakuchiol,Uneven texture,
Neutrogena,Cleanser,542.99,3.9,60,Normal,36-45,Titanium Dioxide,Vitamin C,Anti-aging,
Glossier,Night Cream,1572.48,4.7,13,Acne-prone,26-35,Retinol,Alpha Arbutin,Dryness,
Aveeno,Toner,1126.12,3.7,84,Oily,56+,Azelaic Acid,Glycolic Acid,Pores,
Aveeno,Face Mask,661.19,3.9,92,Oily,26-35,Vitamin C,Alpha Arbutin,Dark spots,
L'Oreal,Serum,2618.24,5,79,Dry,56+,Azelaic Acid,Kojic Acid,Dryness,
Youth to the People,Facial Oil,2265.19,4.6,527,Oily,46-55,Squalane,Salicylic Acid,Dullness,
Kiehl's,Moisturizer,2172.27,4.6,4,Oily,26-35,Retinol,Bakuchiol,Fine lines,
L'Oreal,Facial Oil,1740.88,4.3,723,Sensitive,26-35,Zinc Oxide,Lactic Acid,Hyperpigmentation,
Tatcha,Night Cream,3951.72,5,4,Combination,56+,Kojic Acid,Niacinamide,Redness,
La Roche-Posay,Sunscreen,879.03,3.6,35,Oily,46-55,Vitamin C,Lactic Acid,Anti-aging,
Youth to the People,Cleanser,1115.8,4.8,54,Dry,56+,Vitamin C,Kojic Acid,Acne,
Clinique,Toner,1290.02,4.4,371,Combination,56+,Jojoba Oil,Peptides,Uneven texture,
Glossier,Face Mask,447.19,3.7,75,Dry,26-35,Retinol,Zinc Oxide,Redness,
Glossier,Exfoliant,2319.67,4.1,52,Dry,26-35,Lactic Acid,Azelaic Acid,Dryness,
Paula's Choice,Moisturizer,1402.02,4.1,16,Dry,36-45,Bakuchiol,Glycolic Acid,Sensitivity,
Olay,Eye Cream,2000.1,4.7,97,Oily,26-35,Kojic Acid,Lactic Acid,Pores,
Paula's Choice,Sunscreen,774.36,3.5,53,Combination,18-25,Lactic Acid,Glycolic Acid,Oiliness,
Origins,Face Mask,708,4.2,72,Sensitive,46-55,Ceramides,Peptides,Acne,
Estee Lauder,Toner,1154.94,3.1,437,Acne-prone,56+,Jojoba Oil,Benzoyl Peroxide,Acne,
CeraVe,Night Cream,2311.05,4.3,180,Dry,18-25,Kojic Acid,Benzoyl Peroxide,Anti-aging,
Tatcha,Cleanser,1135.04,2.1,205,Normal,36-45,Azelaic Acid,Lactic Acid,Oiliness,
Fresh,Moisturizer,1280.83,3.4,35,Combination,46-55,Lactic Acid,Kojic Acid,Hyperpigmentation,
Estee Lauder,Facial Oil,1694.32,5,3,Normal,26-35,Alpha Arbutin,Retinol,Fine lines,
Skinceuticals,Sunscreen,2087.28,3.8,23,Sensitive,18-25,Peptides,Zinc Oxide,Oiliness,
Clinique,Moisturizer,2532.44,4.6,15,Combination,36-45,Hyaluronic Acid,Lactic Acid,Acne,
L'Oreal,Exfoliant,1782.95,5,21,Combination,36-45,Alpha Arbutin,Titanium Dioxide,Dark spots,
Kiehl's,Face Mask,1536.64,3.4,178,Sensitive,46-55,Salicylic Acid,Tea Tree Oil,Sensitivity,
Glossier,Sunscreen,1590.03,3,48,Normal,56+,Ceramides,Glycolic Acid,Sensitivity,
Paula's Choice,Moisturizer,1672.4,4.7,146,Oily,46-55,Salicylic Acid,Lactic Acid,Oiliness,
La Roche-Posay,Serum,1433.21,4.9,268,Acne-prone,36-45,Kojic Acid,Peptides,Dullness,
Fresh,Cleanser,639.31,3.8,26,Dry,56+,Niacinamide,Tea Tree Oil,Pores,
The Ordinary,Sunscreen,1013.98,2,120,Dry,46-55,Retinol,Jojoba Oil,Pores,
L'Oreal,Sunscreen,941.46,3.9,24,Sensitive,36-45,Bakuchiol,Salicylic Acid,Fine lines,
Estee Lauder,Exfoliant,3427.53,5,49,Normal,46-55,Alpha Arbutin,Vitamin C,Hyperpigmentation,
Drunk Elephant,Facial Oil,2511.93,5,13,Dry,56+,Bakuchiol,Kojic Acid,Uneven texture,
Neutrogena,Sunscreen,1189.41,3.8,40,Combination,46-55,Jojoba Oil,Hyaluronic Acid,Pores,
Olay,Serum,1248.21,3.6,43,Sensitive,26-35,Glycolic Acid,Titanium Dioxide,Fine lines,
Olay,Serum,2278.64,5,18,Dry,18-25,Zinc Oxide,Retinol,Dark spots,
Youth to the People,Cleanser,737.67,2.9,6,Acne-prone,36-45,Tea Tree Oil,Lactic Acid,Dark spots,
Skinceuticals,Eye Cream,2608.91,4.6,117,Sensitive,46-55,Niacinamide,Lactic Acid,Oiliness,
Drunk Elephant,Facial Oil,3512.58,5,43,Acne-prone,36-45,Jojoba Oil,Hyaluronic Acid,Anti-aging,
Clinique,Sunscreen,1794.58,4.6,4,Sensitive,46-55,Bakuchiol,Hyaluronic Acid,Redness,
Kiehl's,Moisturizer,3204.38,5,775,Dry,26-35,Squalane,Salicylic Acid,Anti-aging,
Neutrogena,Cleanser,1053.74,4.6,188,Sensitive,36-45,Benzoyl Peroxide,Salicylic Acid,Redness,
Kiehl's,Sunscreen,1510.74,5,15,Acne-prone,26-35,Squalane,Peptides,Dark spots,
Rare Beauty,Moisturizer,1983.12,2.8,41,Combination,26-35,Vitamin C,Bakuchiol,Oiliness,
L'Oreal,Eye Cream,2202.44,4.3,49,Acne-prone,56+,Bakuchiol,Vitamin C,Hyperpigmentation,
CeraVe,Facial Oil,2453.41,5,183,Combination,46-55,Salicylic Acid,Hyaluronic Acid,Redness,
Skinceuticals,Eye Cream,2082.94,5,132,Sensitive,26-35,Benzoyl Peroxide,Kojic Acid,Anti-aging,
Aveeno,Eye Cream,2406,4.4,132,Acne-prone,26-35,Tea Tree Oil,Vitamin C,Sensitivity,
Rare Beauty,Sunscreen,1538.84,3,13,Normal,26-35,Jojoba Oil,Ceramides,Oiliness,
Tatcha,Sunscreen,2020.2,5,11,Oily,18-25,Glycolic Acid,Salicylic Acid,Dryness,
Youth to the People,Toner,677.79,3.5,40,Oily,36-45,Bakuchiol,Squalane,Pores,
Olay,Sunscreen,1322.18,3.8,198,Oily,18-25,Peptides,Retinol,Uneven texture,
La Roche-Posay,Toner,963.52,4.1,113,Dry,36-45,Salicylic Acid,Zinc Oxide,Dark spots,
Clinique,Facial Oil,2663.64,4,4,Dry,46-55,Bakuchiol,Azelaic Acid,Dark spots,
Aveeno,Facial Oil,2502.15,4.8,74,Normal,56+,Retinol,Tea Tree Oil,Dark spots,
CeraVe,Face Mask,998.83,3.4,112,Acne-prone,46-55,Vitamin C,Salicylic Acid,Dryness,
CeraVe,Eye Cream,1933.95,4.7,91,Normal,56+,Vitamin C,Bakuchiol,Pores,
La Roche-Posay,Facial Oil,1922.56,5,24,Oily,18-25,Zinc Oxide,Squalane,Uneven texture,
Youth to the People,Toner,617.01,3.5,80,Combination,18-25,Retinol,Hyaluronic Acid,Oiliness,
Fresh,Cleanser,534.19,3.8,48,Combination,18-25,Ceramides,Alpha Arbutin,Acne,
Kiehl's,Eye Cream,2096.55,5,225,Sensitive,36-45,Alpha Arbutin,Lactic Acid,Sensitivity,
Fenty Beauty,Facial Oil,2392.43,4.4,229,Acne-prone,46-55,Salicylic Acid,Bakuchiol,Sensitivity,
CeraVe,Toner,790.56,3.8,616,Acne-prone,18-25,Glycolic Acid,Kojic Acid,Pores,
CeraVe,Face Mask,426.84,2.9,57,Normal,46-55,Niacinamide,Peptides,Pores,
Fenty Beauty,Moisturizer,1987.32,4.3,314,Normal,18-25,Vitamin C,Salicylic Acid,Fine lines,
Drunk Elephant,Facial Oil,2634.47,5,49,Combination,18-25,Zinc Oxide,Benzoyl Peroxide,Dryness,
Fresh,Exfoliant,2145.59,4.9,48,Acne-prone,46-55,Zinc Oxide,Jojoba Oil,Acne,
Youth to the People,Face Mask,1047.8,2.6,24,Combination,18-25,Alpha Arbutin,Retinol,Dryness,
Olay,Night Cream,3512.53,5,33,Oily,36-45,Retinol,Tea Tree Oil,Redness,
Estee Lauder,Face Mask,1401.74,5,21,Acne-prone,26-35,Retinol,Jojoba Oil,Anti-aging,
Origins,Toner,1386.06,4.5,65,Combination,36-45,Azelaic Acid,Ceramides,Oiliness,
Paula's Choice,Facial Oil,1184.37,4.8,216,Combination,26-35,Peptides,Vitamin C,Redness,
Neutrogena,Night Cream,2639.46,5,31,Acne-prone,36-45,Ceramides,Benzoyl Peroxide,Uneven texture,
Skinceuticals,Eye Cream,3007.25,5,1658,Normal,26-35,Glycolic Acid,Zinc Oxide,Acne,
Neutrogena,Facial Oil,2236,4.1,95,Oily,26-35,Kojic Acid,Benzoyl Peroxide,Sensitivity,
L'Oreal,Cleanser,1168.18,4.1,59,Sensitive,36-45,Azelaic Acid,Hyaluronic Acid,Dryness,
Clinique,Exfoliant,1767.24,3.4,278,Oily,26-35,Benzoyl Peroxide,Ceramides,Oiliness,
Kiehl's,Cleanser,1480.35,4.9,9,Sensitive,36-45,Bakuchiol,Tea Tree Oil,Anti-aging,
Estee Lauder,Toner,1797.52,4.8,50,Combination,18-25,Glycolic Acid,Hyaluronic Acid,Dark spots,
Origins,Moisturizer,1879.36,4.8,75,Normal,46-55,Alpha Arbutin,Kojic Acid,Anti-aging,
Glossier,Eye Cream,2030.99,4.7,76,Oily,36-45,Titanium Dioxide,Kojic Acid,Oiliness,
Skinceuticals,Eye Cream,1978.76,5,44,Dry,26-35,Hyaluronic Acid,Bakuchiol,Dark spots,
Olay,Facial Oil,2595.57,5,156,Oily,46-55,Hyaluronic Acid,Ceramides,Oiliness,
Drunk Elephant,Facial Oil,2050.06,5,29,Acne-prone,56+,Tea Tree Oil,Zinc Oxide,Dark spots,
Olay,Eye Cream,1556.14,4.2,55,Normal,56+,Kojic Acid,Niacinamide,Fine lines,
Aveeno,Moisturizer,2069.51,3,358,Normal,36-45,Peptides,Jojoba Oil,Uneven texture,
